RP-Ap32;ratIgG(H+L)	Rb(pS807;pS811);Rb(pS807);Rb(pS811)	H3(pS10)	E2F-1	FOXO1a	c-Myc	Actin	p53;mouseIgG(H+L)/goat	p21	p27Kip1	S6(pS235;pS236)	H2A.X(pS139)	Cyclin-E1	HCSCellMaskDeepRedReagent	FOXO3a;rabbitIgG(H+L)/goat/highlycross-adsorbed	ERK-1(pT202;pY204);ERK-1(pT202);ERK-2(pT185;pY187);ERK-2(pT185)	Cyclin-D1	KI-67	EGFR	PCNA	MitoTrackerGreenReagent
670.377104340013	727.347598480409	930.806651900465	704.980294093519	1121.07863604047	851.898520196101	1085.92945382632	772.645031817649	782.206250498066	766.565544044689	805.871811945779	796.121633423181	804.639662057112	884.925457029571	981.687498007735	480.519497597562	725.042098206961	692.328501836009	981.308980370327	797.176934880269	788.151127426853
736.486871780303	437.745525297619	991.806910930736	889.691740286797	1407.06258852814	845.369417613636	1226.74474794372	585.454318479437	886.707377083333	736.456307765152	1073.9460495671	725.54144353355	876.326782224026	1064.14893325216	1014.10036209416	1351.80292099567	1170.40022827381	420.407096320346	1331.83847215909	546.862486038961	777.054142099567
837.028607404722	586.459533176215	961.847234771574	900.802833031182	1123.02624852953	802.880259225687	1231.82818817984	758.646530940295	846.275682217388	931.464206349206	573.315001148175	777.352602429297	767.240472725808	1126.39819134236	1137.84596013617	426.816545705423	728.445194343727	549.37447403513	689.867457859963	763.867206409637	789.226258621384
517.780385998965	624.045681233363	924.12515716504	559.418664670216	1173.53750262496	839.826197944395	1271.1777497412	552.351734139308	729.13078088953	714.498069764863	1328.53519653949	772.229108880509	751.03894469092	859.873189607365	779.850978501183	1072.76999169994	787.515353149956	613.764437259686	1497.20769241718	676.277253438332	783.589994324904
756.655609343592	859.685345827268	938.09496321134	774.11253992514	1249.27074003604	828.033243882997	1295.54394770223	607.629175175019	805.581062920219	703.584371698898	999.831118493103	819.202634054204	804.663702242323	1080.44821828863	805.669902595827	957.886823022804	848.913944357801	808.596594527622	1263.28957049283	795.172166649338	734.09141474319
729.771272773615	866.413232197809	1020.12174188811	756.269186865711	891.184793155054	809.637419316067	942.170576456118	639.118080913096	808.10831563637	720.103513235308	947.125494977131	723.074917889646	744.922990866234	974.992421593662	761.72978537288	1095.2112054045	844.071909396601	696.283620941718	1094.52821542685	646.581934871061	1022.778797598
584.687651780843	585.239094575637	1243.71686548204	841.431274920115	1778.25960486322	1037.88127355623	1631.63473497779	722.059991972566	1102.25247092978	934.761226677578	1303.4138601434	1368.82882651391	865.842338516094	1324.27257898839	1101.85796878653	1434.98893476736	1131.06477277687	544.619532694256	1653.12785449302	785.506007364975	1061.18201952303
761.474503939568	934.489746356856	1046.01381788105	773.103534538153	1032.6347151463	884.021313750239	923.644936622681	649.44118647925	800.656283763626	738.845677146682	960.740160470453	786.51625999235	781.049115375789	1054.89251480207	773.03352453624	1001.13565192197	863.899919640467	779.815142646778	1192.02633998853	765.093937253777	824.782773627845
583.050351217492	789.432215096175	901.127590987681	569.737962196528	1083.98472021108	846.936754934803	985.04929236006	554.073494344788	729.481203965853	649.048996271882	1294.59614274908	753.88734250054	796.782575138679	932.472739121821	690.790293818889	1200.93670794611	752.782978351704	690.639671061163	1717.82047955839	749.708868165118	894.870290108782
739.702405760299	309.76696060685	823.018131679472	762.207361809263	849.902664192386	679.982863350263	938.611128119981	602.676709879759	797.528753765681	918.187717172375	402.683471437253	659.239783261709	657.097355645266	886.2189325433	1206.14651017928	307.859274037418	449.149113947129	368.867409406607	439.779234709381	513.464110648088	932.897200829101
646.049434563758	342.816769574944	897.696242223288	559.142378821775	777.344685842122	698.731017817194	984.902098247576	678.067856370512	678.48812733035	902.376729626079	361.756930675402	661.154621151593	618.161359886013	966.47455528923	1390.66152833706	378.252309150953	515.654738814318	407.209725657825	360.177603440929	447.768035820816	1222.97607041653
826.249395943563	523.071641849332	1656.88175856639	874.500519526329	2018.50719809776	1248.34651744772	2319.71224899219	1062.7447084908	957.736450554296	2048.39718581507	513.497889077853	937.346650604686	1060.17718820862	2334.02429654825	2172.69817611489	870.81972228521	1105.1331457546	563.287431027967	641.413343096498	831.681644494835	2341.33888321995
684.887920320831	407.541067751425	998.242943486854	793.498684615738	1057.48130777716	781.907713757124	984.88296902004	539.338015696819	781.780835263835	650.635980947785	920.911135456885	676.878201645523	835.652553962125	1213.5929570923	1016.9534179077	1330.25617494025	1028.27775188454	385.230508848134	1189.92578576025	488.751980855856	1141.73934730649
654.030792251169	692.120816418551	996.252543396316	777.903273308522	1076.58596197156	847.16416387537	1031.01029890734	599.269266700067	892.228049837771	669.962449303369	1112.02319367306	718.278933843878	902.164930432293	1033.77653456914	879.432875226644	1255.12285296784	1064.37819176448	504.789128757515	1356.80211797404	606.330268823361	1192.78654702262
915.865052519499	796.789625025657	1255.02265296593	905.402271808292	1155.09497321429	871.991140522373	1302.10138839286	1466.39982094109	1361.46342418411	877.567469930214	807.487931573276	869.922595417693	894.6544397578	1420.76233187089	1110.70789519191	1130.35526003181	1000.69557738095	807.846862659072	1015.69941227935	827.311896218186	1335.37681221778
675.252544439008	842.858428212655	1025.59218682322	720.343857061318	855.56602778865	855.795526255708	930.945554794521	677.882622619048	814.471329664057	672.989556294847	1046.28314726027	742.688092661448	831.283600163079	1053.46461567189	744.815679109589	957.975347276582	846.094412606001	757.576823206132	1267.27754928245	720.262709491194	1096.64405502283
708.785381186573	927.728090944575	1221.05929441842	885.441027322404	970.405036455894	900.078868891491	1105.85255101483	1018.04388360656	1435.95900601093	755.907926580796	754.473492349727	1585.17164313037	823.099775956284	1346.54422822014	1010.23619355972	1436.48317283372	1073.16147611241	565.422102459016	1019.52843544106	830.590946213895	1437.11283548009
713.182718239244	675.81846989575	855.398350848131	909.801718438025	495.81335126778	734.28699673116	620.419233302412	436.409019723474	983.108212894249	689.268695578231	523.999881592897	692.178923403127	850.789766542981	725.6849803207	560.400823040905	609.653899240216	753.708891487764	408.869528248962	606.930579909886	541.541825161233	701.342609682834
621.140018447348	765.111467534131	971.702994857436	581.475911514952	765.479063138245	805.181025639618	811.52361460049	615.046107408221	746.990051883167	623.059552212584	813.409644485927	688.162902181472	734.167059221844	950.860874986274	732.801142143406	1079.01010420556	765.311677171407	606.525343764869	1062.88438027525	620.588199681564	1093.7362432561
800.46976615088	560.587336329061	854.62075270918	785.04685680421	586.471756981348	684.012274695217	808.843489423778	686.885515734084	723.906338256747	632.5504662655	407.878563353131	651.384984578514	678.265877487757	812.812843492758	838.860215614254	644.810727597166	613.498742706054	451.474311738043	420.773324971345	445.901781233719	1009.28490796603
725.150421560847	638.225753681658	964.494543694885	821.361633201058	875.625772773369	806.325304387125	789.165145414462	601.207895877425	893.785483994709	651.121408112875	999.767359942681	707.9836460097	880.151226366843	963.654920348324	821.787573765432	1235.44917352293	1031.06591858466	465.179498655203	1105.00686688713	529.743360670194	1162.19186285273
465.15838785347	608.536218049945	963.720053525523	508.778983382299	888.306659184111	878.420284780879	897.004782057167	535.085387486228	693.826129865957	662.660202029012	1410.51557410638	700.356305086302	774.22539047007	964.647323433101	750.985150508018	1101.47468109622	783.244053158281	568.641707920186	1581.67185394479	615.875981760313	1155.37116307076
737.6667085888	425.263052524014	866.357650010219	1025.46550707644	544.269339822195	678.760762364602	668.609046341713	407.177599581034	1315.5886199673	755.935618766605	499.76404652054	667.928051961987	833.104101982424	782.975391426528	647.062605661149	550.431068107501	646.867072705906	390.432975321888	495.49264837523	541.052850066421	824.952193516248
921.853867902581	748.692748273355	1604.65534423846	1011.60605238095	1923.42354649218	1139.83267993457	1502.82265318066	1145.91744587423	1025.7477480916	1453.20910079971	978.241057215558	890.11232693566	987.387757179208	2087.06558091603	2219.16011235914	1289.5129913486	1238.90766045075	717.37756521265	1119.45106583061	864.297391384951	1884.43367233733
723.400867428954	919.553407536759	1064.71847043345	783.013462985998	899.431601409753	846.108907201863	866.987617516665	729.643580933244	804.236070615252	724.407317513476	1008.55618395369	728.558525531847	764.986732322266	1154.39025787006	915.021819187956	1036.22525303799	839.237811309922	794.080131343093	1109.2116008197	747.029409067713	1236.56674956145
936.950876856119	910.790923835125	2020.33593010753	979.179875234682	1718.03119384707	1184.25610155317	1439.21543147295	1704.94169081755	1513.13584890766	1250.27519427377	1163.92110919099	1297.31444013484	1029.37598459635	2283.63693663594	1675.41181699095	1369.58116141833	1358.09671266428	1073.52015177505	1382.2550739034	1028.69849513569	1998.88014247312
772.789015052462	876.760014971751	1068.37931495157	790.941409402744	659.509360633576	771.283531033091	794.956707768362	644.180830609362	830.8428458636	681.307903692494	617.078275383374	699.150098970944	716.95840397498	1065.99619735674	723.218379217111	999.750278329298	829.568720782889	586.434038418079	813.997666747377	569.780377138822	941.783361541566
785.823184671146	405.114114981141	993.983592880717	676.695823844884	541.966325200377	659.968563590288	706.964748821311	708.282592173503	772.409921735031	754.274649192598	324.304544819661	661.975050035361	601.730592291372	859.570803748232	1124.39929862093	445.368482702735	566.730589344649	355.081181135078	338.847152463461	358.009390322961	1076.63130752004
753.32274601409	370.915068118015	908.505752635203	801.25250582658	595.446421076328	670.658809815139	766.780751602309	565.618685391175	811.570546400763	767.798767492982	359.618668414641	654.102503522432	617.736661263838	882.053141506436	1086.24712749616	409.381934980666	530.057387705917	356.186824805339	412.876046188887	415.681888818264	1123.22896850998
487.535581972297	377.122115154021	973.262266108469	589.829459065537	493.250445661912	659.854090586452	743.96363544897	445.930822961891	1077.82724364275	821.058019226793	338.039580594032	664.219232788919	781.792611604989	686.73776590173	849.119484046585	482.375989525188	604.841775928606	332.52633795052	346.244259389429	489.026634656467	1074.22602570464
741.168203683509	828.923169291975	967.067414818854	734.188585625429	684.339317379539	738.41273357163	724.475098913526	621.450889979401	792.553878690577	631.072814895594	732.632510541621	649.331679672038	668.374176683226	855.572728563351	709.043976170282	1112.37391891837	759.691926854881	629.657542328042	826.853011591744	536.435508380791	1114.36071105457
790.712548164485	687.597692017644	910.364551863973	841.923386975906	787.573055516031	779.221839048568	820.798102352495	842.402902105862	1159.94241313318	656.929163820907	940.502757707266	723.933986767217	779.51277440239	988.139448278315	787.78184419465	1332.65764363973	898.397728538228	611.513436349839	997.731769161449	592.726449487763	1214.22261890533
680.960087211143	368.133544928323	846.651020824854	747.099707140596	522.838973454529	627.862243657577	726.434201985258	540.765333876001	808.612225116447	753.965067856012	354.620618685841	618.709549789716	591.253917243251	673.354144010311	995.155484556596	401.437050015828	463.859266359155	319.944377990322	368.476530231086	334.697955682178	955.010364808031
770.436662694351	506.091222181605	974.015110786177	815.48220434274	530.846325047522	710.865794243798	780.004235487644	665.561948749817	713.781973875323	730.410146707608	362.816536798752	651.02116885997	654.920314470927	975.71318979383	925.661353804162	591.755884607886	664.535124092216	362.40127474777	383.555337013209	412.590102573476	1174.13102188429
720.46581680925	881.186375620141	1151.41879813665	745.230725438494	663.742016504551	793.171482264932	675.710924586898	678.809574924802	823.09030186726	656.817891675456	905.770258564788	708.96772520411	702.251302218837	1136.59135024806	792.699507402633	1083.09525215829	885.947747451072	704.216591566077	972.713544415798	605.585243720458	1108.41813545451
726.296354399586	635.998113405797	965.95802800207	858.994421376812	465.504072049689	681.745742546584	765.060486542443	1090.62713405797	1458.54972204969	629.321680486542	447.673707815735	1250.77883069358	643.720365165632	872.112116407867	801.420707763975	1237.99024570393	752.325356573499	360.540054140787	502.417351708075	436.037339389234	942.219024792961
680.613869279745	555.255701850378	915.921992538798	748.065377768935	692.740793341292	713.459631748242	658.907166666667	576.673788632445	881.156030474864	602.419226920016	670.913747877703	632.047772582571	715.110890668524	980.038309258522	803.971971647433	1187.54893779016	896.828998938851	360.860904363974	789.826140701685	388.344035581642	1025.1809754941
1098.43380575397	705.574396428571	1891.50851607143	1055.67562708333	1216.97431140873	962.17137797619	1459.05941656746	1464.16076349206	1261.87738392857	2286.2975593254	390.631665178571	888.264978075397	784.881552876984	2059.18330734127	3203.40482242063	946.836037896825	1115.64787896825	575.979555853175	485.131078571429	575.473461607143	2402.31816865079
1064.27518900039	1009.12053728847	2547.65716528926	687.16729004329	672.289250787092	815.605963892168	1266.57209612357	1839.55264413617	1303.00007979142	957.457619047619	634.27377863046	792.867835989768	629.727412534435	1318.95641617473	1854.01332054309	1210.77976702086	1174.85566046832	865.937806277056	568.882677390791	457.357471664699	2051.1999396891
795.224554707697	832.436949733133	960.391374614294	749.254772558586	594.288844383287	721.938699378701	608.929906721708	629.358320928196	792.270420273538	602.401293532649	606.42197124927	616.734718559753	649.363645192228	831.93238299558	712.545427508131	1069.67984580102	723.296062359269	558.748511279293	712.814918397131	471.901896609957	919.79133258277
787.986838758955	828.267715576275	923.508496022967	836.028926859461	546.300325273915	692.537969632322	650.170193926464	548.602235540455	857.327497471555	595.541853666245	662.606429282554	641.717998551412	646.297411135693	730.70913032027	669.206194716603	1036.82856415929	676.665933391277	526.402912162874	668.80045267067	439.420825352929	1007.87471183628
527.490726745985	591.850471380755	865.783320591793	487.334837875847	411.279774224397	607.437984333249	530.909315191404	510.884035383793	625.472547773746	570.460159494276	457.344578263438	631.649271285124	559.761415632999	459.047494163643	639.992515568306	782.494960354963	546.50709906337	397.849889981155	410.993765814418	297.379169254353	696.747058715158
308.1192668863	406.585365211994	980.449606044691	304.205450375605	263.774908852177	582.70467271454	385.525134469697	454.255985103132	564.270782085561	528.637986631016	326.518121243952	632.032462566845	560.628650162338	416.629623090145	462.429016806723	486.421854071174	518.47656442577	323.391952906162	278.428341084161	237.957447622231	501.627002037178
796.138598306782	890.721264298773	1238.22039664403	816.221012405328	687.515968594933	785.334732589014	715.615237855837	848.852809850266	917.936701205711	727.810112714373	718.328291699312	691.413874292679	713.974734787151	1110.20146940019	859.640801079481	1055.2063627579	928.850914925568	675.551304975189	762.847486245321	588.612897906329	1272.28402350483
2576.38287055961	1930.62629645464	1918.30872061175	4184.70552234967	3389.50667181091	2352.61891126173	2800.79868171707	1809.34135818561	1554.21129572471	3757.28665144247	1010.06130882864	2552.62975126868	1778.65052175878	1643.19799822732	2110.81865189433	1165.72815384081	2117.26512387904	1806.84313441084	1239.63346729232	2644.13295992353	698.396955543969
2890.11889475108	2476.6422115063	1431.99560182999	2512.05593575364	1948.52381311492	1660.71521182605	1399.80898605372	1515.93420321724	1371.62081641086	2398.98175459957	746.57644724026	2310.10030649843	1314.62470299587	892.086071674538	955.136843663912	927.467933761314	1793.70228893644	2227.80037664797	776.006080455529	2163.76190205628	433.136662632822
3844.28688314909	1158.39405994898	1951.55729839853	3816.2332542517	3546.03996527778	1884.05424794501	3278.75173929989	2175.97713059807	1848.18094409014	4552.38580867347	844.493268778345	2103.31529202097	1562.95593813776	2104.65718856293	3339.17761543367	1446.98004464286	2378.45110990646	1379.34225907029	978.929086663832	1934.24201077098	813.792597930839
2310.89180310402	2428.9188659053	1516.44281535793	2431.77741361445	2560.90649184574	2144.05384946164	1560.92906397261	1807.86596650448	2007.11211084831	2322.47648324098	995.044020565842	2702.0301141821	1712.14739613461	1370.63535959814	1022.31855293508	1253.65412981484	2289.21867437041	2496.86171561472	1146.5083448439	2628.16012389062	460.725871807001
2440.74628719085	2578.25442233296	1553.99307043189	2440.21649804356	2409.34840125508	1938.33282903285	1530.14402718715	1422.5612749354	1415.03483538206	2071.37577962348	867.295949483204	2413.9971130491	1579.41893750461	1505.20156061277	1022.08058473606	1133.97356686969	1915.64179715762	2281.47689425987	1074.34502641196	2358.9311608158	560.727301033592
2191.14152240206	2203.7190387286	1364.74669042928	2116.81610593479	1875.39569155524	1736.49013642974	1430.68897149894	1384.32921487216	1376.97073375557	2039.09828045977	734.801292563922	2203.44971168191	1348.89688296974	1275.11159798264	1156.73500246305	954.11458196106	1654.30556598639	1863.41352111189	785.043736312456	2071.75629767769	479.794528594886
2261.56714229345	1490.12774338326	1101.6555944865	1647.50599586622	1313.64392081387	1296.13296725184	1222.78395213937	1573.08514121973	1134.75805245074	1896.62186578622	522.803192865196	2003.33779282762	1093.7673571697	984.596755569872	1006.35560739786	611.138505529608	1425.60184211091	1364.99137349009	534.758702931229	1705.91301725989	442.448740376872
2145.92142781601	1589.19292283588	1146.19190722399	1516.50770250685	1215.39872754742	1090.33297613452	1342.5408011583	1383.43261563427	1309.9155882715	1551.55541410665	476.381742180068	1706.32714338873	985.952458060545	978.333974875497	1292.97109610542	783.771191315539	1459.92828202115	1301.41044712103	472.196897095854	1360.65048517151	489.770464971182
1802.95309977732	2191.29752601918	1310.38161188763	1700.97469623159	1909.48945140459	2029.76123280233	1292.04241997259	1309.90892780062	1224.11660513875	1757.33747442617	768.449579102432	2228.80098615964	1564.36678182597	1314.68994215485	834.958953168893	894.173799725934	1646.56510602946	2010.17620256937	946.324520126756	2406.21292488866	636.754425042823
1969.29492311117	556.360196358268	954.593808234908	2618.51121025497	1196.33841181571	1111.30890059055	1110.884965973	1471.14430097019	1703.27647640139	2999.16585880671	390.83933977784	1438.48403330052	1170.78404712692	995.288418635171	959.944425782715	396.022281285152	989.093580029059	859.825942655606	420.228663338958	1469.56092714192	693.130410597113
1939.32304071214	2172.27601803947	1342.57341799657	1869.18731454311	1343.230446997	1762.83203462033	849.139261711712	1530.76188151008	1348.06995939511	1621.3264000858	624.703518489918	1758.98033033033	1464.85444015444	1347.39976812527	935.380212419562	966.07224017589	1610.44584851995	1887.41524403689	764.616763320463	1944.83288421278	848.968895280995
1682.17892190894	2208.81404557226	1264.80142027987	1553.93408316625	1483.55852314119	1885.74008360485	1020.83524887218	1342.73809373434	1428.54068402256	1548.76632869674	765.676142063492	1911.75017343358	1597.57361232247	1467.21763694653	818.206764223058	1078.35738594403	1681.67668134921	1958.09860315372	950.255842710944	2021.06837675439	943.637415768588
1826.70427814297	1794.72524897288	1069.5984898071	1444.61408551473	1173.42388240013	1427.96660891341	1005.79421884415	1717.12517817036	1365.28265305004	1362.35642851274	587.099045466995	1541.04913415111	1319.79417005126	1042.4628083304	787.150178757288	638.732918163321	1593.66238920844	2012.3874884963	658.708689752318	1830.81761445005	738.262657099816
1285.99411432087	1340.92573821243	1072.93797607328	1347.11543066135	1398.47900753936	1868.6055602172	948.544044181413	1564.78598025313	1212.50895980312	1582.05840859018	613.546261670378	1657.65335102934	1658.84777983515	1104.22978612446	890.233902398531	457.046034083363	1418.62984796281	1559.94601730536	708.518074280245	2149.93184501348	749.309259111684
2043.69448668831	802.795716585498	1164.26783476732	2374.64585473485	1969.25000779221	1895.62136304113	1109.44072597403	1327.61278065476	1763.14949172078	1831.18560876623	799.082343208874	1341.70413979978	2624.21229466991	1523.949676921	1092.33387426948	1329.35779090909	2824.99927012987	915.833512527056	965.935950595238	1562.74344131494	832.015355275974
2074.79836868504	1055.08110085811	1031.70341050278	1930.76820949158	1276.92759799774	1551.80127948997	990.41619035533	1814.23438492063	1525.27851387882	2188.56733389735	444.434132342277	1549.88102505842	1618.7719993957	1318.35851673918	951.418589537507	414.681387781001	1457.68394726452	1247.0819730481	509.088109459351	1896.0337213762	736.192162456692
908.392364943804	1348.48234900917	1245.74331381248	1343.17576003771	1908.63937599823	2267.5129613465	1272.76543487504	932.557009205856	1144.36889039855	1795.59245694691	1009.04994177019	1939.11154784088	1587.32710814108	1427.03295062482	812.256628567731	1076.90225741275	1651.60501227448	1505.23174863206	1210.74035658829	1930.90369006951	885.416014178497
2001.99555053026	2208.98257044084	1291.90706865599	1785.02357600333	1843.80153091426	1950.77843822347	1191.13238833437	1474.05360487281	1414.49969966036	1587.70909712691	764.803984889443	1960.6573324669	1645.47343865669	1568.69565706661	866.260263152423	990.582248284467	1868.28548112913	2515.29540635614	931.439549161295	2314.68835556595	786.350660047134
1705.21453009045	1899.76576821842	1293.03950496207	1647.71648431873	1277.3970215179	1773.34755845049	842.541513721694	1471.59515381486	1314.02345399444	1504.74573259534	721.200508979431	1456.00325193385	1398.09687312344	1394.09699167064	827.127002300979	1111.38908706307	1594.78608725482	1880.93008999542	836.821544345297	1716.44204975166	1029.33270548868
1032.83802295223	1648.19030200296	1603.59226977632	2708.30810307069	2747.81069756839	2935.01022722313	1545.39586033824	1472.45973762762	2460.29926895799	2518.09773201621	984.791817707116	3641.90611881381	1972.91803776011	2175.52513167329	1161.8686265295	1420.48018112384	2411.03107489673	1199.06600027278	1294.12962863378	2397.6537156496	1142.75540242382
1875.10850286862	2317.33215985848	1362.58997255689	1734.19090458979	1452.23890040161	1939.25887133295	845.630773493976	1529.63702874355	1336.3422038057	1653.76434019889	742.496962478485	1746.42638198508	1579.01337984318	1477.85632180149	870.192974431058	1033.08035595716	1680.61615303117	2234.13212887741	906.803184184356	2107.387232358	872.839711053739
1291.04277888841	1896.8924494633	1199.93796574454	1341.06668631583	1645.44573861753	2138.59571741949	914.77194746416	1269.8827168972	1200.72744456451	1443.16228852388	896.66625940134	1782.13402344932	1660.43522644262	1487.51661805706	744.109350857287	1172.14303456163	1551.30414465817	2000.8355728874	1189.04506485484	2248.85048935595	929.884817034075
1855.90244630377	327.382228241525	808.69469119243	1614.37932044103	889.035168685159	977.628956027261	703.721147328211	1438.64762095759	1683.77975530668	2508.09785809784	334.332382949169	979.433114619959	1244.63749989148	960.242672114425	1039.50713426227	303.071535095716	620.450253961019	827.191590181013	356.42329459131	1277.67218956461	758.643332508573
1128.82006927133	363.527020107596	917.958398529882	1080.16860261532	848.923780068179	931.595160621072	829.544278283797	1222.26600889528	1204.06813047299	2401.54403632683	360.116315649302	1026.34776395547	873.217507084265	1137.32055017577	1654.43044066262	379.12013766379	655.080822440609	806.522071694897	344.707006684777	976.205855837861	1101.49921548418
1102.53007520786	601.033351095994	1893.84616962711	1616.0047728647	2744.03129239103	2111.86851247166	2381.91789411691	1352.50559460821	1357.58885934744	3908.62774817334	521.447796485261	1453.77334410431	1934.6706941295	3461.63863687327	2545.53372442681	983.873825018896	1573.16573727639	833.434185752079	669.166585034014	1617.09649344923	2672.72726014109
1763.33842441166	626.215868335172	1129.7828126264	2084.02784034289	1529.37663798492	1986.77734721456	857.756689212171	1230.77496819268	1428.776427836	1509.96505143409	689.729308098915	1056.05022816694	2583.5423270592	1712.37924259974	1049.01125087332	1288.99972336367	2291.83814795918	880.656579127597	863.643201645523	1427.07067411289	1164.51762810259
1605.42562708751	1620.2922219916	1185.9632397891	1835.58073671152	1498.02073194007	2002.11244250406	900.113913923084	1427.3086738477	1650.4602890543	1547.30933483634	791.219643119573	1423.53653039412	2362.61371142285	1496.4277677975	921.883815321118	1207.11550441359	2481.14681539269	1272.40494944651	938.500184082451	1838.49754947991	1191.61146213856
1834.7052477422	1428.34022003284	1425.32266959154	1756.65694627463	1390.22735947763	1500.40428145525	1139.26930549569	3206.47678545772	2324.25742764778	1609.88768434421	670.812923978859	1608.07921141215	1550.79130375103	1705.5544352422	1149.2409546131	1097.27406542488	1766.90245959052	1584.41343986043	822.713864070197	1719.05063936782	1278.65476626642
1579.62813008806	1952.27612992498	1299.0188646608	1636.1727130137	1246.20553431181	2047.29928998695	859.993624347684	1712.59207757665	1426.05809086758	1466.16719603718	772.983302968037	1618.50163250163	1712.98857529354	1538.52291989563	810.318954729289	975.824883317025	1715.45191484018	2157.41696221461	923.082825472929	2036.86482865297	1166.64111684605
